GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTND1P1	0	NA	NA	NA	NA	NA
C6orf47.3	0	NA	NA	NA	NA	NA
BTBD9-AS1	0	NA	NA	NA	NA	NA
SUSD2P1	0.327966962	0.037566319	0.15224924	0.221829662	0.824446487	NA
RPL36P10	0	NA	NA	NA	NA	NA
RPL7P22	15.42388583	0.427868565	0.342890222	1.291014547	0.196698633	0.401364936
RPL27P3	0	NA	NA	NA	NA	NA
SSU72P1	0	NA	NA	NA	NA	NA
LOC102725019.1	0	NA	NA	NA	NA	NA
LOC646804	0	NA	NA	NA	NA	NA
AGKP1	0.106518465	-0.023492652	0.152128056	-0.133017225	0.894179758	NA
NPM1P49	0	NA	NA	NA	NA	NA
C2.3	0	NA	NA	NA	NA	NA
CYP4F26P	0.805036781	-0.210549766	0.191582054	-0.971043493	0.331526621	NA
LINC00606	0	NA	NA	NA	NA	NA
SNORD57	0	NA	NA	NA	NA	NA
RPL36P17	0	NA	NA	NA	NA	NA
MTCYBP31	0	NA	NA	NA	NA	NA
UBE2V1P5	0	NA	NA	NA	NA	NA
VARS1.3	0	NA	NA	NA	NA	NA
UBE2V1P10	0	NA	NA	NA	NA	NA
IFNWP9	0.136202085	-0.023492652	0.152128056	-0.145457383	0.884349762	NA
CT47A9	0	NA	NA	NA	NA	NA
LY6G6D.2	0	NA	NA	NA	NA	NA
OFD1P2Y	0.662041137	-0.012594325	0.194023292	-0.005937857	0.995262304	NA
SLC39A7.3	0	NA	NA	NA	NA	NA
OR52M2P	0	NA	NA	NA	NA	NA
RPL21P110	0.242733978	-0.054545661	0.152128056	-0.324527865	0.74553843	NA
PRRC2A.4	0	NA	NA	NA	NA	NA
LINC00343	0	NA	NA	NA	NA	NA
RPL13AP16	1.066388096	0.126451138	0.264405996	0.719438065	0.47187105	NA
RBM17P1	0	NA	NA	NA	NA	NA
NOP56P2	0	NA	NA	NA	NA	NA
SHANK2-AS1	0.106518465	-0.023492652	0.152128056	-0.133017225	0.894179758	NA
LINC00974	0	NA	NA	NA	NA	NA
SLC9A3P3	1.138412801	-0.008825817	0.214088775	-0.215158043	0.829644101	NA
PPIAP28	0	NA	NA	NA	NA	NA
DDAH2.3	0	NA	NA	NA	NA	NA
ACTG1P12	0.106531894	-0.023492652	0.152128056	-0.149036282	0.881525004	NA
RPL7P37	0.22899536	-0.054545661	0.152128056	-0.321843764	0.747571058	NA
PLCG1-AS1	4.330375932	0.233772496	0.368748916	0.37234876	0.709633199	0.856849303
KIF4B	0.697057839	0.161213172	0.202508083	0.679271058	0.496966131	NA
CLIC1.5	0	NA	NA	NA	NA	NA
OR13Z1P	0	NA	NA	NA	NA	NA
TSPAN14-AS1	0.213063787	-0.054545661	0.152128056	-0.199749301	0.841676654	NA
TRBV2	0	NA	NA	NA	NA	NA
CHMP1AP1	0	NA	NA	NA	NA	NA
MTND4P10	0	NA	NA	NA	NA	NA
SSR1P2	0	NA	NA	NA	NA	NA
LOC100420647	0.122463467	-0.023492652	0.152128056	-0.141684586	0.887329151	NA
LINC01108	0	NA	NA	NA	NA	NA
TEX41	2.169214241	0.138615127	0.313759217	0.475152362	0.634678379	NA
LINC02679	0.464169047	0.006203857	0.177561419	0.061359532	0.95107288	NA
LOC124907913	0	NA	NA	NA	NA	NA
CT47A12	0	NA	NA	NA	NA	NA
LINC01535	12.36381957	0.235707113	0.359372549	0.56874691	0.569527908	0.763906667
LINC01015.3	0	NA	NA	NA	NA	NA
ENTPD1-AS1	31.0043486	-0.291862861	0.294934154	-0.959371768	0.337371492	0.564490863
LOC102725191	0	NA	NA	NA	NA	NA
LENG8-AS1	31.72324549	-0.171746213	0.291483791	-0.60761471	0.543443042	0.743443412
MTND4P25	0	NA	NA	NA	NA	NA
HSPA1L.2	0	NA	NA	NA	NA	NA
SDCBPP1	0	NA	NA	NA	NA	NA
LOC101928525	1.223904516	0.111257433	0.261284681	0.480512166	0.630863255	NA
SNHG32.2	0	NA	NA	NA	NA	NA
FAM66C	89.07447757	-0.226538781	0.233685183	-0.920627805	0.35724478	0.583091776
LINC01709	0	NA	NA	NA	NA	NA
PTPRD-DT	0	NA	NA	NA	NA	NA
SNRPGP8	0	NA	NA	NA	NA	NA
EEF1DP2	0	NA	NA	NA	NA	NA
LINC00424	0	NA	NA	NA	NA	NA
PABPC1L2B-AS1	0	NA	NA	NA	NA	NA
TMEM256P2	0	NA	NA	NA	NA	NA
RPL35AP30	0	NA	NA	NA	NA	NA
LOC100505985	0	NA	NA	NA	NA	NA
SNRPGP12	0	NA	NA	NA	NA	NA
LINC02554	0.106531894	-0.023492652	0.152128056	-0.149036282	0.881525004	NA
HSBP1L1	118.3986771	0.280757289	0.175016659	1.572727861	0.115781846	0.2783299
SMCR5	0.365197445	-0.084830522	0.152211878	-0.489837909	0.624248603	NA
FSIP2-AS2	1.094620609	-0.034580229	0.273085928	-0.080973876	0.935462728	NA
CUTALP	191.8341236	-0.063496566	0.160099883	-0.360101275	0.7187714	0.861912306
MAGOH-DT	7.40047816	-0.007247628	0.374485721	-0.165699814	0.868393192	0.937946334
PP12613	12.50549414	0.75476852	0.358172766	1.927920566	0.053865007	0.158678731
DISC1-IT1	0	NA	NA	NA	NA	NA
DAB1-AS1	0	NA	NA	NA	NA	NA
TAS2R46	0.412662066	0.037566332	0.15224924	0.287707678	0.773570512	NA
LINC02668	0.106518465	-0.023492652	0.152128056	-0.133017225	0.894179758	NA
SRRM5	7.845245457	-0.064472873	0.372309025	-0.228193707	0.819495654	0.914807644
RPSAP33	0	NA	NA	NA	NA	NA
LINC01149	0	NA	NA	NA	NA	NA
GAPDHP54	0	NA	NA	NA	NA	NA
LINC03012	0	NA	NA	NA	NA	NA
KRTAP3-4P	0	NA	NA	NA	NA	NA
FAM30A	0	NA	NA	NA	NA	NA
PGAM4	630.9388721	0.010402011	0.165266292	0.030309545	0.975820184	0.987558387
RING1.2	0	NA	NA	NA	NA	NA
LINC02611	0	NA	NA	NA	NA	NA
C13orf42	0.22899536	-0.054545661	0.152128056	-0.321843764	0.747571058	NA
MTND1P20	0	NA	NA	NA	NA	NA
LINC03003.1	0	NA	NA	NA	NA	NA
CACTIN-AS1	9.75709281	0.179839141	0.367149601	0.492568074	0.622317811	0.800635602
RUVBL2P1	0	NA	NA	NA	NA	NA
LCT-AS1	0	NA	NA	NA	NA	NA
MROH5	0	NA	NA	NA	NA	NA
LINC00619	0.378936063	-0.084830516	0.152211878	-0.409537751	0.682145068	NA
LINC01941	0	NA	NA	NA	NA	NA
LOC100130137	0	NA	NA	NA	NA	NA
LOC100996437	16.96397836	0.36092678	0.340427674	1.133064593	0.257187129	0.478350906
HLA-DPB1.2	0	NA	NA	NA	NA	NA
LINC02774	0.195967645	0.007560358	0.152128056	0.047699892	0.96195542	NA
LOC105375341	0	NA	NA	NA	NA	NA
MED15P3	0	NA	NA	NA	NA	NA
OR2B3.3	0	NA	NA	NA	NA	NA
LOC100505774	7.671431868	-0.146411859	0.37292344	-0.293309277	0.769285763	0.888148279
ARHGAP29-AS1	9.483471833	0.472735764	0.367775834	1.245091706	0.213098042	0.423291421
RPL32P19	0	NA	NA	NA	NA	NA
HMGB1P32	0	NA	NA	NA	NA	NA
MTND6P11	0	NA	NA	NA	NA	NA
MCCD1.3	0	NA	NA	NA	NA	NA
EEF1GP3	0.122463467	-0.023492652	0.152128056	-0.141684586	0.887329151	NA
LINC00348	0	NA	NA	NA	NA	NA
PRPS1P1	0	NA	NA	NA	NA	NA
ATP6V1G2.2	0	NA	NA	NA	NA	NA
RPSAP17	55.83580891	-0.150492377	0.237458365	-0.652391332	0.514148755	0.721832865
THORLNC	3.275418178	-0.117811569	0.330790497	-0.11260562	0.910343229	0.957429948
DUTP3	0	NA	NA	NA	NA	NA
ZFP57.4	0	NA	NA	NA	NA	NA
ATE1-AS1	10.19380537	-0.015882778	0.3668773	-0.29143273	0.770720385	0.888627402
LHFPL3-AS1	0.26195312	0.007560358	0.152128056	0.050332393	0.95985751	NA
CDY14P	0	NA	NA	NA	NA	NA
GNL1.3	0	NA	NA	NA	NA	NA
RPS29P10	0	NA	NA	NA	NA	NA
ERVMER34-1	6.373559974	1.067670699	0.371859316	2.999523693	0.002704021	0.014169796
RPLP1P10	0	NA	NA	NA	NA	NA
LINC01359	5.329738919	0.111407389	0.370662653	0.285119817	0.775552348	0.891696766
TSBP1.3	0	NA	NA	NA	NA	NA
OR2I1P.1	0	NA	NA	NA	NA	NA
UBD.4	0	NA	NA	NA	NA	NA
CHCHD2P1	0	NA	NA	NA	NA	NA
LINC00354	0	NA	NA	NA	NA	NA
TTTY4	0	NA	NA	NA	NA	NA
H2BP6	0.136202085	-0.023492652	0.152128056	-0.145457383	0.884349762	NA
BSN-DT	0.35255344	-0.022207057	0.152265972	0.058381842	0.953444478	NA
RPL19P4	0.276459982	0.069666376	0.152128056	0.420845929	0.673867591	NA
WDR46.2	0	NA	NA	NA	NA	NA
LINC01276	0	NA	NA	NA	NA	NA
RBMY2SP	0	NA	NA	NA	NA	NA
LINC00454	0	NA	NA	NA	NA	NA
MCCD1.4	0	NA	NA	NA	NA	NA
IL1R1-AS1	0.275691738	0.007560358	0.152128056	0.06281444	0.949914267	NA
PDZPH1P	0.139489653	0.038613367	0.152128056	0.241616321	0.809077474	NA
CT47A11.1	0	NA	NA	NA	NA	NA
OR2J1.4	0	NA	NA	NA	NA	NA
LINC00161	2.095009802	0.077737393	0.336116977	0.270245379	0.786971483	NA
B3GALT4.1	0	NA	NA	NA	NA	NA
RBMY1J	0.139489653	0.038613367	0.152128056	0.241616321	0.809077474	NA
ALG1L5P	1.783260985	0.198016384	0.297168735	0.660145206	0.509160651	NA
RNF207-AS1	3.492252959	-0.039739941	0.355014427	-0.304182953	0.760988511	0.884064618
LOC100132762	0	NA	NA	NA	NA	NA
LCEP4	0.122463467	-0.023492652	0.152128056	-0.141684586	0.887329151	NA
RPS4XP2	3.573430132	-0.109722724	0.356620929	-0.191727423	0.847955724	0.928824525
DANCR	221.1149151	1.066764832	0.169522392	6.282668327	3.33E-10	6.85E-09
NCKAP5-AS2	0.349252444	-0.084830527	0.152211878	-0.487351247	0.626009437	NA
MTCO1P21	0	NA	NA	NA	NA	NA
PRKCZ-DT	0	NA	NA	NA	NA	NA
MAGI2-AS2	0	NA	NA	NA	NA	NA
LTA.3	0	NA	NA	NA	NA	NA
CENPCP1	3.722393856	-0.147897276	0.357518883	-0.379538118	0.704288304	0.852504934
LINC01692	0	NA	NA	NA	NA	NA
RPL26P10	0	NA	NA	NA	NA	NA
LINC01203	0.132012745	0.038613367	0.152128056	0.238145893	0.811767941	NA
LINC00658	0	NA	NA	NA	NA	NA
MTATP6P30	0	NA	NA	NA	NA	NA
HSPD1P14	0.132012745	0.038613367	0.152128056	0.238145893	0.811767941	NA
LOC124904542	4.780445486	-0.177522051	0.371501568	-0.488199583	0.62540848	0.802851717
LINC01247	0	NA	NA	NA	NA	NA
LINC02876	0	NA	NA	NA	NA	NA
OR7E96P	2.792781123	0.069238675	0.341287601	0.287534744	0.773702903	NA
OR7E101P	0.374733295	-0.022606953	0.152224331	-0.132075126	0.89492487	NA
OR51A3P	0	NA	NA	NA	NA	NA
SLC8A1-AS1	17.29790961	-0.316517363	0.330871018	-0.865622194	0.38669738	0.611730504
RPS2P36	0	NA	NA	NA	NA	NA
MTATP6P18	0	NA	NA	NA	NA	NA
LINC00511	29.96419639	0.298542346	0.294996953	1.018995352	0.308205173	0.536858002
ITGB2-AS1	0.565563515	-0.059111098	0.153888734	-0.064696589	0.948415579	NA
LOC285453	5.12992902	0.466523255	0.37317324	1.242876867	0.213913211	0.424348159
LINC01682	0	NA	NA	NA	NA	NA
OR2H2.4	0	NA	NA	NA	NA	NA
DAXX.3	0	NA	NA	NA	NA	NA
LOC124904582	0	NA	NA	NA	NA	NA
C14orf132	4627.704849	-1.142306653	0.080803789	-14.13883887	2.19E-45	5.26E-43
MUC12-AS1	1.954794577	-0.007634036	0.307491218	0.205506676	0.837176282	NA
RPL6P2	0.655396045	-0.03711392	0.193922764	-0.033946904	0.972919491	NA
WDR46.3	677.4960049	-0.022819641	0.116973435	-0.206565623	0.83634911	0.923205566
LOC107985640	0	NA	NA	NA	NA	NA
ANHX	0	NA	NA	NA	NA	NA
LINC00629	4.615917221	-0.698722683	0.37009627	-1.929778459	0.053634294	0.158327624
LOC117779438	0	NA	NA	NA	NA	NA
FOCAD-AS1	0.659438429	0.112213698	0.175806956	0.467360468	0.640242001	NA
SAPCD1	0	NA	NA	NA	NA	NA
LINC02798	3.481311004	-0.430328747	0.343467882	-1.083311819	0.278670041	0.503670296
SLC6A17-AS1	0	NA	NA	NA	NA	NA
LOC107984195	0	NA	NA	NA	NA	NA
PIGQP1	0	NA	NA	NA	NA	NA
PARP1P1	0.089435752	0.038613367	0.152128056	0.235307714	0.813969908	NA
IGHD1-14	0	NA	NA	NA	NA	NA
CRIP1P3	0	NA	NA	NA	NA	NA
LMCD1-AS1	7.279996554	-0.492387178	0.374075355	-1.319957545	0.186849193	0.39008516
LINC01630	0	NA	NA	NA	NA	NA
HORMAD2-AS1	1.611239535	-0.244451333	0.296171099	-0.510739567	0.609533431	NA
PRRT1.3	0	NA	NA	NA	NA	NA
ZNF717	90.02027597	0.114494433	0.200347046	0.568563382	0.569652481	0.763906667
NEU1.3	0	NA	NA	NA	NA	NA
LOC105375050	0	NA	NA	NA	NA	NA
MUC22	0	NA	NA	NA	NA	NA
OTX2P2	0	NA	NA	NA	NA	NA
OR5V1.1	0	NA	NA	NA	NA	NA
USP17L5	0	NA	NA	NA	NA	NA
LINC01153	0	NA	NA	NA	NA	NA
VWA7.2	0	NA	NA	NA	NA	NA
IL21-AS1	1.826800869	-0.171717149	0.309124291	-0.493698935	0.621518818	NA
TRIM15.3	0	NA	NA	NA	NA	NA
MTCO1P44	0	NA	NA	NA	NA	NA
PRR20D	0	NA	NA	NA	NA	NA
OR2T7	0	NA	NA	NA	NA	NA
LOC124902108	0.73995321	0.08389237	0.202190089	0.236169773	0.813300934	NA
LOC644909	0.319036975	0.069666376	0.152128056	0.422609468	0.672580218	NA
WDR11-DT	0.522468101	0.097673804	0.1833178	0.510216672	0.609899673	NA
STSP1	0.18702423	0.038613367	0.152128056	0.252243586	0.80085279	NA
RNF39.2	0	NA	NA	NA	NA	NA
LINC01688	0	NA	NA	NA	NA	NA
VN1R28P	0	NA	NA	NA	NA	NA
RPL21P31	0	NA	NA	NA	NA	NA
MGAT3-AS1	0	NA	NA	NA	NA	NA
TRGC2	0.122463467	-0.023492652	0.152128056	-0.141684586	0.887329151	NA
MIR663AHG	0.441989192	0.007809182	0.15282441	0.177014511	0.859496991	NA
IGHD4-23	0	NA	NA	NA	NA	NA
ST7-AS1	12.015594	-0.012569772	0.36061096	-0.142666616	0.886553483	0.945797066
RBMY2JP	0	NA	NA	NA	NA	NA
RPL31P12	0.36512749	0.037566321	0.15224924	0.275482308	0.782945716	NA
WARS2P1	0	NA	NA	NA	NA	NA
WDR35-DT	3.464100963	-0.126576055	0.341185015	-0.40945089	0.6822088	0.840104684
H3P45	0	NA	NA	NA	NA	NA
SPATA13-AS1	0	NA	NA	NA	NA	NA
LOC124902280	2.922460869	-0.114611569	0.336480952	-0.652734384	0.513927532	NA
DHX16.3	0	NA	NA	NA	NA	NA
MTND1P14	0	NA	NA	NA	NA	NA
IER3.2	0	NA	NA	NA	NA	NA
SPANXB1	0.278979307	0.069666376	0.152128056	0.325844265	0.744542186	NA
TTC39DP	0.242733978	-0.054545661	0.152128056	-0.324527865	0.74553843	NA
LINC00845	0	NA	NA	NA	NA	NA
PSORS1C2.3	0	NA	NA	NA	NA	NA
LOC100422325	0	NA	NA	NA	NA	NA
TRIM60P9Y	0	NA	NA	NA	NA	NA
LOC105373951	17.63782919	-0.188166574	0.327107264	-0.544475177	0.586114526	0.776244085
SMIM2-AS1	0.089435752	0.038613367	0.152128056	0.235307714	0.813969908	NA
LINC01985	0.276459982	0.069666376	0.152128056	0.420845929	0.673867591	NA
GXYLT1P7	0	NA	NA	NA	NA	NA
DONSONP1	0	NA	NA	NA	NA	NA
KLLN	22.47503227	-1.128625417	0.333506688	-3.374768145	0.000738779	0.004668868
MYOCD-AS1	0	NA	NA	NA	NA	NA
MTND6P10	0	NA	NA	NA	NA	NA
RNF5.4	0	NA	NA	NA	NA	NA
RPL35AP12	0	NA	NA	NA	NA	NA
MARK2P10	0	NA	NA	NA	NA	NA
HSFY3P	1.003118409	0.015665483	0.221223188	-0.451668356	0.651507918	NA
LINC01364	0	NA	NA	NA	NA	NA
LOC124901641	0	NA	NA	NA	NA	NA
RPL31P19	0	NA	NA	NA	NA	NA
RPL21P20	3.004757548	0.149599147	0.353854334	0.200174714	0.841343942	0.92582813
RPL26P8	0	NA	NA	NA	NA	NA
MSH5.1	0	NA	NA	NA	NA	NA
NEU1.4	0	NA	NA	NA	NA	NA
DDAH2.4	0	NA	NA	NA	NA	NA
MTND4P15	0.132012745	0.038613367	0.152128056	0.238145893	0.811767941	NA
RXRB.2	0	NA	NA	NA	NA	NA
RPL7AP22	0.242733978	-0.054545661	0.152128056	-0.324527865	0.74553843	NA
EHMT2.3	0	NA	NA	NA	NA	NA
IGHJ1P	0	NA	NA	NA	NA	NA
RPL23AP43	4.532041781	-0.156467219	0.372288707	-0.450071829	0.652658648	0.821200343
THRAP3P1	1.39772601	0.094142664	0.296517814	0.482237072	0.629637544	NA
LINC00307	0	NA	NA	NA	NA	NA
RPL15P1	0	NA	NA	NA	NA	NA
HAUS6P1	47.62952027	-0.128107045	0.249024744	-0.504287137	0.614059615	0.795450432
PARG	283.7635877	0.063321166	0.139995709	0.457158519	0.647557111	0.817694034
HNRNPKP2	42.58015371	0.162477639	0.263532723	0.641116188	0.521447197	0.727371097
MTND5P25	0	NA	NA	NA	NA	NA
CEACAMP7	0.684739414	-0.176839159	0.179270811	-0.756089215	0.449595708	NA
PPIAP88	0	NA	NA	NA	NA	NA
NANOGP6	0	NA	NA	NA	NA	NA
RBM26-AS1	30.25737462	-0.30284295	0.321467203	-1.094900695	0.273560145	0.497150782
GOLGA7B-DT	0	NA	NA	NA	NA	NA
HLA-DRB4	0	NA	NA	NA	NA	NA
TP73-AS1	1017.667495	-0.211726399	0.096309264	-2.195665449	0.028115898	0.09639031
RABGAP1L-DT	0.561095135	0.035180388	0.188574188	0.181801374	0.855738606	NA
DLG1-AS1	0	NA	NA	NA	NA	NA
HPN-AS1	0.136202085	-0.023492652	0.152128056	-0.145457383	0.884349762	NA
RPL11P1	0.106518465	-0.023492652	0.152128056	-0.133017225	0.894179758	NA
EIF2AP4	0.089435752	0.038613367	0.152128056	0.235307714	0.813969908	NA
RPL21P82	0.417416142	0.060193177	0.152676437	0.307479201	0.758478652	NA
RPL37P1	0.681422174	-0.161985071	0.203039498	-0.64300249	0.520222484	NA
SLC39A7.4	0	NA	NA	NA	NA	NA
LINC01806	0.089435752	0.038613367	0.152128056	0.235307714	0.813969908	NA
KRT8P20	0	NA	NA	NA	NA	NA
AMYP1	3.561158152	0.356100317	0.36108482	0.798335796	0.42467565	0.648082012
ZMYM4-AS1	0.228981932	-0.054545661	0.152128056	-0.310742819	0.755996143	NA
ACNATP	0	NA	NA	NA	NA	NA
STK33P1	0	NA	NA	NA	NA	NA
PCGEM1	0	NA	NA	NA	NA	NA
MRPS18B.4	0	NA	NA	NA	NA	NA
OR10U1P	0	NA	NA	NA	NA	NA
VN1R33P	0	NA	NA	NA	NA	NA
HCP5.1	0	NA	NA	NA	NA	NA
H3P9	0	NA	NA	NA	NA	NA
CSE1L-DT	0.365184017	-0.085029532	0.152190571	-0.483651504	0.628633216	NA
RPL31P22	0.106531894	-0.023492652	0.152128056	-0.149036282	0.881525004	NA
RPS8P4	0.246021547	0.007560358	0.152128056	0.075413928	0.939885378	NA
TTTY17B	0	NA	NA	NA	NA	NA
H3P30	0	NA	NA	NA	NA	NA
OR10R1P	0	NA	NA	NA	NA	NA
OR12D2.2	0	NA	NA	NA	NA	NA
LINC00310	2.797906497	-0.38921878	0.342724519	-1.428322219	0.153199135	NA
TRIM40.3	0	NA	NA	NA	NA	NA
SYNGAP1.1	0	NA	NA	NA	NA	NA
PSME2P6	0.106531894	-0.023492652	0.152128056	-0.149036282	0.881525004	NA
LOC101927575	0	NA	NA	NA	NA	NA
PDE4B-AS1	0.106531894	-0.023492652	0.152128056	-0.149036282	0.881525004	NA
LINC01537	0	NA	NA	NA	NA	NA
RPL39P16	0.370543955	0.039816758	0.152257503	0.100492262	0.919953526	NA
AKR1B15	1.837917782	-0.57491147	0.300164919	-2.097709207	0.035930841	NA
TRIM10.2	0	NA	NA	NA	NA	NA
TSSK5P	31.62230821	0.252250778	0.27695413	0.918458069	0.358379102	0.584363376
RPL6P24	0.276459982	0.069666376	0.152128056	0.420845929	0.673867591	NA
STK4-DT	3.282774646	0.005417371	0.350403423	-0.173848524	0.861984509	0.934190443
CCDC148-AS1	0.089435752	0.038613367	0.152128056	0.235307714	0.813969908	NA
GAGE12D	0	NA	NA	NA	NA	NA
USP9YP14	1.233181527	0.030505857	0.242207586	0.056544292	0.954908212	NA
KIF1C-AS1	3.548225435	-0.048734209	0.362299116	-0.095770122	0.923703147	0.963950037
LOC102723834	12.71777709	0.686554003	0.352974939	1.845645441	0.064943704	0.182953599
SCAMP4	766.2635959	0.010134105	0.101848599	0.098597315	0.921458002	0.962765165
MROCKI	0.993442624	-0.126068302	0.222519625	-0.6972215	0.485664186	NA
MUC21.3	0	NA	NA	NA	NA	NA
LTB.3	1.302163588	-0.218194255	0.283985702	-0.665109075	0.505980731	NA
LINC01624	0	NA	NA	NA	NA	NA
LINC01483	7.080514519	-0.754224544	0.374051336	-2.048377286	0.040523045	0.127582233
TUBB4BP8	0	NA	NA	NA	NA	NA
RPS20P15	0	NA	NA	NA	NA	NA
RPL7P6	21.02657506	-0.176659662	0.315385183	-0.521667738	0.601901691	0.787276724
DIAPH3-AS1	0	NA	NA	NA	NA	NA
LOC105376219	0	NA	NA	NA	NA	NA
SLC2A1-DT	33.88134848	-0.457799884	0.277731402	-1.664226984	0.096067078	0.242238573
AP1M2P1	0	NA	NA	NA	NA	NA
SOCS5P4	2.395033115	-0.146731045	0.341429516	-0.58956832	0.555480096	NA
DNAJC9-AS1	9.552956201	0.135418941	0.367919018	0.407638825	0.683538856	0.840549869
LINC03013	43.43768129	0.391539493	0.296444863	1.530872797	0.125800833	0.296216197
OR4A2P	0	NA	NA	NA	NA	NA
TRBV7-5	0.132012745	0.038613367	0.152128056	0.238145893	0.811767941	NA
USP17L12	0	NA	NA	NA	NA	NA
MIR4290HG	0	NA	NA	NA	NA	NA
MTND3P9	0	NA	NA	NA	NA	NA
HCG14.1	0	NA	NA	NA	NA	NA
RPS15AP30	0.122463467	-0.023492652	0.152128056	-0.141684586	0.887329151	NA
LINC00376	0	NA	NA	NA	NA	NA
NFKBIL1.2	0	NA	NA	NA	NA	NA
APOM.4	0	NA	NA	NA	NA	NA
RPS3AP53	0.106518465	-0.023492652	0.152128056	-0.133017225	0.894179758	NA
ADGRF5P1	0.225637836	0.007560358	0.152128056	0.053130023	0.95762831	NA
RPS3AP37	0	NA	NA	NA	NA	NA
MTND4P5	0	NA	NA	NA	NA	NA
ATP6V1G2.3	0	NA	NA	NA	NA	NA
CNTN4-AS2	0	NA	NA	NA	NA	NA
HSD11B1-AS1	2.980643172	-0.36845366	0.331650282	-1.192288302	0.23314822	0.448167834
PIGFP3	0	NA	NA	NA	NA	NA
LINC00243.2	0	NA	NA	NA	NA	NA
WASF1P1	0	NA	NA	NA	NA	NA
PTPRT-AS1	0	NA	NA	NA	NA	NA
PPT2.4	0	NA	NA	NA	NA	NA
TMEM183AP1	0	NA	NA	NA	NA	NA
FRMPD3-AS1	0	NA	NA	NA	NA	NA
LINC01074	0	NA	NA	NA	NA	NA
QRSL1P2	0	NA	NA	NA	NA	NA
CERS6-AS1	0	NA	NA	NA	NA	NA
ALG1L8P	1.517433758	-0.329999677	0.308426159	-1.113887023	0.265327657	NA
LINC01132	0.488728669	-0.049152877	0.157046345	-0.269868798	0.787261192	NA
RBMY2YP	0	NA	NA	NA	NA	NA
LINC01714	0.132012745	0.038613367	0.152128056	0.238145893	0.811767941	NA
USP9YP21	0	NA	NA	NA	NA	NA
OR2W1.3	0	NA	NA	NA	NA	NA
SOX21-AS1	0	NA	NA	NA	NA	NA
AGPAT1.3	0	NA	NA	NA	NA	NA
RPL7P54	0.106531894	-0.023492652	0.152128056	-0.149036282	0.881525004	NA
STEAP2-AS1	0.56536046	0.088354063	0.165618254	0.498832942	0.617897078	NA
HCG9.2	0	NA	NA	NA	NA	NA
MTND6P32	0.271502398	0.069666376	0.152128056	0.41452984	0.678486118	NA
SERPINA7P1	0	NA	NA	NA	NA	NA
CLYBL-AS2	0	NA	NA	NA	NA	NA
MTCO3P18	0	NA	NA	NA	NA	NA
LOC107985222	0	NA	NA	NA	NA	NA
LINC00355	0	NA	NA	NA	NA	NA
LINC01068	0	NA	NA	NA	NA	NA
ATP5F1AP2	0.244926934	-0.054545661	0.152128056	-0.227260259	0.820221373	NA
CROCCP4	2.40213709	-0.077914249	0.316572303	-0.403268482	0.686750725	NA
LINC02088	0	NA	NA	NA	NA	NA
VARS1.4	0	NA	NA	NA	NA	NA
HNRNPA3P2	0	NA	NA	NA	NA	NA
SRP68P2	2.4807201	-0.041305952	0.306729498	-0.524644888	0.599830076	NA
MED28P3	0.701779028	-0.136152897	0.202046414	-0.691266588	0.489398025	NA
GSTM3P1	0.604972221	-0.058719078	0.172079819	-0.247086199	0.804841514	NA
RPL23AP74	0	NA	NA	NA	NA	NA
DNMBP-AS1	0	NA	NA	NA	NA	NA
SDAD1P3	0	NA	NA	NA	NA	NA
SNRNP40P1	0.40032	0.116150515	0.152497824	0.543031015	0.587108449	NA
MTND6P18	0	NA	NA	NA	NA	NA
HLA-A.4	0	NA	NA	NA	NA	NA
GOLGA6L25	0.139489653	0.038613367	0.152128056	0.241616321	0.809077474	NA
PPP1R11.2	0	NA	NA	NA	NA	NA
RPSAP64	0	NA	NA	NA	NA	NA
RD3L	0	NA	NA	NA	NA	NA
MTND6P5	0.18702423	0.038613367	0.152128056	0.252243586	0.80085279	NA
LOC101927468	77.06672711	-0.334838751	0.218277068	-1.579556478	0.114208473	0.275824236
CYCSP5	0.106531894	-0.023492652	0.152128056	-0.149036282	0.881525004	NA
MTCO3P16	0	NA	NA	NA	NA	NA
TUBB.3	0	NA	NA	NA	NA	NA
LINC02803	1.433185601	0.042025449	0.25702756	0.712556494	0.476120241	NA
LOC729867	7.560971313	-0.416199847	0.374610111	-1.132130499	0.257579574	0.478795695
LINC01940	3.580282544	0.359104763	0.36455299	0.980313066	0.326931607	0.554240582
C4A.1	0	NA	NA	NA	NA	NA
RCC2-AS1	0	NA	NA	NA	NA	NA
VTI1BP4	0.132012745	0.038613367	0.152128056	0.238145893	0.811767941	NA
HMGN1P23	0	NA	NA	NA	NA	NA
BAG6.2	0	NA	NA	NA	NA	NA
NTRAS	0.855872354	-0.154720949	0.213300351	-0.657284222	0.51099818	NA
RPL7P12	0.225637836	0.007560358	0.152128056	0.053130023	0.95762831	NA
MICB.3	0	NA	NA	NA	NA	NA
RPL7AP19	0	NA	NA	NA	NA	NA
ZBTB22.1	0	NA	NA	NA	NA	NA
MTCO3P43	0.57373914	-0.043560337	0.162903986	-0.216331434	0.828729408	NA
MTCYBP7	0	NA	NA	NA	NA	NA
RPS10P9	0.106531894	-0.023492652	0.152128056	-0.149036282	0.881525004	NA
RPS18.3	0	NA	NA	NA	NA	NA
